sensorId,createdAt,value,lat,lon
615a2bcd7ea3fe001c5d77ab,2023-02-28T01:18:41.725Z,-0.18,47.5026,18.9403
6217b0854f7ef7001bb35b33,2023-02-28T01:18:40.011Z,0.53,47.475369,19.015587
609ee46125b716001c53b1fc,2023-02-28T01:18:37.600Z,14.89,47.506199,19.133976
612f4f89157184001bdf11f5,2023-02-28T01:18:33.511Z,20.44,47.504432,19.075575
63f358354fbabe00074ecba3,2023-02-28T01:18:33.277Z,0.83,47.47018,19.078783
60c4dad1e650df001cc4978c,2023-02-28T01:18:29.541Z,-1.31,47.599754,19.241991
5e41889919585f001bae8018,2023-02-28T01:18:25.630Z,4.28,47.536316,19.06253
6348fcc09b62e5001b25ac3c,2023-02-28T01:18:24.249Z,1.26,47.473804,19.013598
6391c79670c7ae001b0e1988,2023-02-28T01:18:24.055Z,1.62,47.479865,19.078794
63f358354fbabe00074ecba3,2023-02-28T01:18:18.012Z,0.86,47.47018,19.078783
6373ce7d1de963001bf57c88,2023-02-28T01:18:11.794Z,-0.41,47.602859,19.002431
63f358354fbabe00074ecba3,2023-02-28T01:18:05.887Z,0.85,47.47018,19.078783
5e56763a37f639001bd14bb4,2023-02-28T01:18:02.740Z,0.52,47.45692,19.016782
61a12255d85cc7001bf7fdab,2023-02-28T01:17:54.646Z,0.85,47.530403,19.281569
63f358354fbabe00074ecba3,2023-02-28T01:17:53.152Z,0.83,47.47018,19.078783
5f4a2ed8327264001be939e6,2023-02-28T01:17:50.398Z,4.17,47.418744,19.015003
61f40eeddb392f001b0f419c,2023-02-28T01:17:49.290Z,1.13,47.523028,19.21117
606d6cfc4393eb001c86ed57,2023-02-28T01:17:49.218Z,0.15,47.537799,19.06623
