sensorId,createdAt,value,lat,lon
63f358354fbabe00074ecba3,2023-03-01T08:57:23.426Z,6.90,47.47018,19.078783
63c8632ad37b36000733227b,2023-03-01T08:57:22.789Z,14.41,47.516104,19.056701
5e41889919585f001bae8018,2023-03-01T08:57:22.142Z,10.40,47.536316,19.06253
6348fcc09b62e5001b25ac3c,2023-03-01T08:57:21.555Z,6.59,47.473804,19.013598
6217b0854f7ef7001bb35b33,2023-03-01T08:57:11.876Z,7.55,47.475369,19.015587
63f358354fbabe00074ecba3,2023-03-01T08:57:11.365Z,6.94,47.47018,19.078783
61a12255d85cc7001bf7fdab,2023-03-01T08:57:05.811Z,11.42,47.530403,19.281569
633c4150ca8ac8001b7abbfc,2023-03-01T08:57:05.473Z,7.93,47.540238,19.072244
609bb97325b716001cbee2d3,2023-03-01T08:57:03.778Z,8.01,47.53168,19.084475
63f358354fbabe00074ecba3,2023-03-01T08:56:59.162Z,6.93,47.47018,19.078783
6012ae1a571de9001bf0de7a,2023-03-01T08:56:57.838Z,8.05,47.477996,19.035062
60d596f18855dd001cc63c64,2023-03-01T08:56:54.990Z,9.06,47.543574,19.074448
5e56763a37f639001bd14bb4,2023-03-01T08:56:54.069Z,7.55,47.45692,19.016782
609b9ff825b716001cb24a76,2023-03-01T08:56:47.781Z,9.16,47.527134,19.0726
5f4a2ed8327264001be939e6,2023-03-01T08:56:47.642Z,9.96,47.418744,19.015003
63f358354fbabe00074ecba3,2023-03-01T08:56:46.436Z,6.91,47.47018,19.078783
615a2bcd7ea3fe001c5d77ab,2023-03-01T08:56:44.126Z,6.05,47.5026,18.9403
5f15a1e8e8f87e001c7e0eaf,2023-03-01T08:56:43.041Z,5.79,47.447888,19.181061
6355a4eddb73ef001b7c4217,2023-03-01T08:56:42.932Z,10.82,47.538966,19.087112
612f4f89157184001bdf11f5,2023-03-01T08:56:39.783Z,20.89,47.504432,19.075575
615a29387ea3fe001c5c6730,2023-03-01T08:56:38.321Z,6.48,47.50262,18.94011
63f358354fbabe00074ecba3,2023-03-01T08:56:31.805Z,6.90,47.47018,19.078783
602d0601a79cbd001bdc5613,2023-03-01T08:56:31.228Z,11.27,47.506496,19.075401
6040c7618ad04a001bc570a9,2023-03-01T08:56:21.562Z,8.85,47.4584,19.017398
6346b8ea06f5f7001b77b659,2023-03-01T08:56:20.998Z,8.29,47.565538,19.086423
63f358354fbabe00074ecba3,2023-03-01T08:56:18.241Z,6.90,47.47018,19.078783
602e75504dd752001b6b7de5,2023-03-01T08:56:16.080Z,9.33,47.459289,19.03473
609ccb6225b716001c46f313,2023-03-01T08:56:15.469Z,8.74,47.474762,19.034527
5fee0624576ab7001ccf57c5,2023-03-01T08:56:14.839Z,7.68,47.522679,19.106484
601ceca9e443a0001bcc937c,2023-03-01T08:56:13.234Z,7.67,47.361997,18.929267
618ebe57e30ca5001b8f335d,2023-03-01T08:56:12.930Z,8.13,47.406479,19.187427
6373ce7d1de963001bf57c88,2023-03-01T08:56:11.040Z,11.07,47.602859,19.002431
61fba00568c6fb001b8c5329,2023-03-01T08:56:05.723Z,9.07,47.504416,19.074067
63f358354fbabe00074ecba3,2023-03-01T08:56:05.617Z,6.89,47.47018,19.078783
61a12255d85cc7001bf7fdab,2023-03-01T08:56:03.545Z,11.62,47.530403,19.281569
6040ca7d8ad04a001bc6fd49,2023-03-01T08:56:03.464Z,7.01,47.463627,19.014867
63f358354fbabe00074ecba3,2023-03-01T08:55:53.158Z,6.88,47.47018,19.078783
6391e43f698b50001ce301f2,2023-03-01T08:55:50.911Z,12.89,47.50145,19.148263
632accb7b6658f001be047ad,2023-03-01T08:55:50.842Z,10.20,47.47023,19.166389
6080401160979a001b0310fe,2023-03-01T08:55:50.814Z,9.06,47.456662,19.159684
6040f4368ad04a001bdbe3c8,2023-03-01T08:55:44.796Z,9.50,47.480862,19.023965
615a2bcd7ea3fe001c5d77ab,2023-03-01T08:55:40.894Z,6.04,47.5026,18.9403
63f358354fbabe00074ecba3,2023-03-01T08:55:40.570Z,6.89,47.47018,19.078783
615a29387ea3fe001c5c6730,2023-03-01T08:55:34.834Z,6.40,47.50262,18.94011
63f358354fbabe00074ecba3,2023-03-01T08:55:28.137Z,6.88,47.47018,19.078783
61f40eeddb392f001b0f419c,2023-03-01T08:55:23.002Z,8.02,47.523028,19.21117
60c4dad1e650df001cc4978c,2023-03-01T08:55:20.156Z,6.35,47.599754,19.241991
63f358354fbabe00074ecba3,2023-03-01T08:55:15.323Z,6.88,47.47018,19.078783
609baf0325b716001cb9c8fe,2023-03-01T08:55:09.339Z,6.98,47.532085,19.07774
609ee46125b716001c53b1fc,2023-03-01T08:55:05.313Z,15.53,47.506199,19.133976
63f358354fbabe00074ecba3,2023-03-01T08:55:01.184Z,6.85,47.47018,19.078783
61a12255d85cc7001bf7fdab,2023-03-01T08:54:57.627Z,11.68,47.530403,19.281569
61c1093fe2a8da001b202854,2023-03-01T08:54:55.470Z,7.88,47.441326,19.16742
5e41889919585f001bae8018,2023-03-01T08:54:53.021Z,10.67,47.536316,19.06253
606d6cfc4393eb001c86ed57,2023-03-01T08:54:51.755Z,7.58,47.537799,19.06623
611f76f5b09114001b548f8d,2023-03-01T08:54:51.258Z,10.58,47.504324,19.074182
6040d2f38ad04a001bcb356f,2023-03-01T08:54:50.065Z,8.64,47.473679,19.056018
6348fcc09b62e5001b25ac3c,2023-03-01T08:54:50.012Z,6.53,47.473804,19.013598
63f358354fbabe00074ecba3,2023-03-01T08:54:48.533Z,6.83,47.47018,19.078783
60d71dd18855dd001c7c5351,2023-03-01T08:54:48.516Z,7.48,47.417303,19.080649
6217b0854f7ef7001bb35b33,2023-03-01T08:54:44.195Z,7.85,47.475369,19.015587
6079416140d969001b223803,2023-03-01T08:54:40.917Z,9.58,47.541081,19.082268
615a2bcd7ea3fe001c5d77ab,2023-03-01T08:54:37.848Z,5.96,47.5026,18.9403
63f358354fbabe00074ecba3,2023-03-01T08:54:33.876Z,6.84,47.47018,19.078783
615a29387ea3fe001c5c6730,2023-03-01T08:54:31.847Z,6.31,47.50262,18.94011
6353be94139d1f001b1b21fb,2023-03-01T08:54:28.395Z,7.40,47.513008,19.054063
623894cdbe6329001cb4bfe5,2023-03-01T08:54:28.368Z,7.18,47.465842,19.117917
5e56763a37f639001bd14bb4,2023-03-01T08:54:27.509Z,7.46,47.45692,19.016782
602e90a637bfd7001b9dd490,2023-03-01T08:54:27.280Z,8.45,47.461849,19.030208
